,election_year,fips,election_type,office,seat_status,democratic_raw_votes,republican_raw_votes,pres_raw_county_vote_totals_two_party
2596,2016.0,1133.0,G,PRES,Open Seat,872.0,9228.0,10100.0
2597,2020.0,1133.0,G,PRES,Republican President Re-election,974.0,10195.0,11169.0
2621,2004.0,4001.0,G,PRES,Republican President Re-election,15658.0,8384.0,24042.0
2622,2008.0,4001.0,G,PRES,Open Seat,15390.0,8551.0,23941.0
2623,2012.0,4001.0,G,PRES,Democratic President Re-election,17147.0,8250.0,25397.0
2624,2016.0,4001.0,G,PRES,Open Seat,17083.0,8240.0,25323.0
2625,2020.0,4001.0,G,PRES,Republican President Re-election,23293.0,11442.0,34735.0
2649,2004.0,4003.0,G,PRES,Republican President Re-election,17514.0,26556.0,44070.0
2650,2008.0,4003.0,G,PRES,Open Seat,18943.0,29026.0,47969.0
2651,2012.0,4003.0,G,PRES,Democratic President Re-election,18546.0,29497.0,48043.0
2652,2016.0,4003.0,G,PRES,Open Seat,17450.0,28092.0,45542.0
2653,2020.0,4003.0,G,PRES,Republican President Re-election,23732.0,35557.0,59289.0
2677,2004.0,4005.0,G,PRES,Republican President Re-election,29243.0,22526.0,51769.0
2678,2008.0,4005.0,G,PRES,Open Seat,31433.0,22186.0,53619.0
2679,2012.0,4005.0,G,PRES,Democratic President Re-election,29257.0,21220.0,50477.0
2680,2016.0,4005.0,G,PRES,Open Seat,32404.0,21108.0,53512.0
2681,2020.0,4005.0,G,PRES,Republican President Re-election,44698.0,27052.0,71750.0
2705,2004.0,4007.0,G,PRES,Republican President Re-election,8314.0,12343.0,20657.0
2706,2008.0,4007.0,G,PRES,Open Seat,7884.0,14095.0,21979.0
2707,2012.0,4007.0,G,PRES,Democratic President Re-election,7697.0,13455.0,21152.0
2708,2016.0,4007.0,G,PRES,Open Seat,7003.0,14182.0,21185.0
2709,2020.0,4007.0,G,PRES,Republican President Re-election,8943.0,18377.0,27320.0
2733,2004.0,4009.0,G,PRES,Republican President Re-election,3185.0,7467.0,10652.0
2734,2008.0,4009.0,G,PRES,Open Seat,3487.0,8376.0,11863.0
2735,2012.0,4009.0,G,PRES,Democratic President Re-election,3609.0,8076.0,11685.0
2736,2016.0,4009.0,G,PRES,Open Seat,3301.0,8025.0,11326.0
2737,2020.0,4009.0,G,PRES,Republican President Re-election,4034.0,10749.0,14783.0
2761,2004.0,4011.0,G,PRES,Republican President Re-election,1146.0,1899.0,3045.0
2762,2008.0,4011.0,G,PRES,Open Seat,1165.0,1712.0,2877.0
2763,2012.0,4011.0,G,PRES,Democratic President Re-election,1310.0,1592.0,2902.0
2764,2016.0,4011.0,G,PRES,Open Seat,1092.0,1892.0,2984.0
2765,2020.0,4011.0,G,PRES,Republican President Re-election,1182.0,2433.0,3615.0
2771,2004.0,4012.0,G,PRES,Republican President Re-election,1849.0,3158.0,5007.0
2772,2008.0,4012.0,G,PRES,Open Seat,1929.0,3509.0,5438.0
2773,2012.0,4012.0,G,PRES,Democratic President Re-election,1880.0,3714.0,5594.0
2774,2016.0,4012.0,G,PRES,Open Seat,1575.0,4003.0,5578.0
2775,2020.0,4012.0,G,PRES,Republican President Re-election,2236.0,5129.0,7365.0
2799,2004.0,4013.0,G,PRES,Republican President Re-election,504849.0,679455.0,1184304.0
2800,2008.0,4013.0,G,PRES,Open Seat,602166.0,746448.0,1348614.0
2801,2012.0,4013.0,G,PRES,Democratic President Re-election,602288.0,749885.0,1352173.0
2802,2016.0,4013.0,G,PRES,Open Seat,702907.0,747361.0,1450268.0
2803,2020.0,4013.0,G,PRES,Republican President Re-election,1040774.0,995665.0,2036439.0
2827,2004.0,4015.0,G,PRES,Republican President Re-election,20503.0,36794.0,57297.0
2828,2008.0,4015.0,G,PRES,Open Seat,22092.0,44333.0,66425.0
2829,2012.0,4015.0,G,PRES,Democratic President Re-election,19533.0,49168.0,68701.0
2830,2016.0,4015.0,G,PRES,Open Seat,17455.0,58282.0,75737.0
2831,2020.0,4015.0,G,PRES,Republican President Re-election,24831.0,78535.0,103366.0
2855,2004.0,4017.0,G,PRES,Republican President Re-election,14815.0,17277.0,32092.0
2856,2008.0,4017.0,G,PRES,Open Seat,15579.0,19761.0,35340.0
2857,2012.0,4017.0,G,PRES,Democratic President Re-election,16945.0,19884.0,36829.0
2858,2016.0,4017.0,G,PRES,Open Seat,16459.0,20577.0,37036.0
2859,2020.0,4017.0,G,PRES,Republican President Re-election,23383.0,27657.0,51040.0
2883,2004.0,4019.0,G,PRES,Republican President Re-election,193128.0,171109.0,364237.0
2884,2008.0,4019.0,G,PRES,Open Seat,206254.0,182406.0,388660.0
2885,2012.0,4019.0,G,PRES,Democratic President Re-election,201251.0,174779.0,376030.0
2886,2016.0,4019.0,G,PRES,Open Seat,224661.0,167428.0,392089.0
2887,2020.0,4019.0,G,PRES,Republican President Re-election,304981.0,207758.0,512739.0
2911,2004.0,4021.0,G,PRES,Republican President Re-election,27252.0,37006.0,64258.0
2912,2008.0,4021.0,G,PRES,Open Seat,44254.0,59421.0,103675.0
2913,2012.0,4021.0,G,PRES,Democratic President Re-election,44306.0,62079.0,106385.0
2914,2016.0,4021.0,G,PRES,Open Seat,47892.0,72819.0,120711.0
2915,2020.0,4021.0,G,PRES,Republican President Re-election,75106.0,107077.0,182183.0
2939,2004.0,4023.0,G,PRES,Republican President Re-election,6909.0,4668.0,11577.0
2940,2008.0,4023.0,G,PRES,Open Seat,8683.0,4518.0,13201.0
2941,2012.0,4023.0,G,PRES,Democratic President Re-election,9486.0,4235.0,13721.0
2942,2016.0,4023.0,G,PRES,Open Seat,11690.0,3897.0,15587.0
2943,2020.0,4023.0,G,PRES,Republican President Re-election,13138.0,6194.0,19332.0
2967,2004.0,4025.0,G,PRES,Republican President Re-election,33127.0,53468.0,86595.0
2968,2008.0,4025.0,G,PRES,Open Seat,36889.0,61192.0,98081.0
2969,2012.0,4025.0,G,PRES,Democratic President Re-election,33918.0,64468.0,98386.0
2970,2016.0,4025.0,G,PRES,Open Seat,35590.0,71330.0,106920.0
2971,2020.0,4025.0,G,PRES,Republican President Re-election,49602.0,91527.0,141129.0
2995,2004.0,4027.0,G,PRES,Republican President Re-election,16032.0,22184.0,38216.0
2996,2008.0,4027.0,G,PRES,Open Seat,18559.0,24577.0,43136.0
2997,2012.0,4027.0,G,PRES,Democratic President Re-election,18059.0,23352.0,41411.0
2998,2016.0,4027.0,G,PRES,Open Seat,24605.0,25165.0,49770.0
2999,2020.0,4027.0,G,PRES,Republican President Re-election,32210.0,36534.0,68744.0
3034,2004.0,5001.0,G,PRES,Republican President Re-election,3110.0,3789.0,6899.0
3035,2008.0,5001.0,G,PRES,Open Seat,2619.0,4185.0,6804.0
3036,2012.0,5001.0,G,PRES,Democratic President Re-election,2455.0,3897.0,6352.0
3037,2016.0,5001.0,G,PRES,Open Seat,1939.0,3826.0,5765.0
3038,2020.0,5001.0,G,PRES,Republican President Re-election,1818.0,4304.0,6122.0
3073,2004.0,5003.0,G,PRES,Republican President Re-election,3881.0,4567.0,8448.0
3074,2008.0,5003.0,G,PRES,Open Seat,2976.0,5406.0,8382.0
3075,2012.0,5003.0,G,PRES,Democratic President Re-election,2859.0,4867.0,7726.0
3076,2016.0,5003.0,G,PRES,Open Seat,2408.0,5338.0,7746.0
3077,2020.0,5003.0,G,PRES,Republican President Re-election,2125.0,5548.0,7673.0
3110,2004.0,5005.0,G,PRES,Republican President Re-election,7129.0,11128.0,18257.0
3111,2008.0,5005.0,G,PRES,Open Seat,6539.0,12852.0,19391.0
3112,2012.0,5005.0,G,PRES,Democratic President Re-election,5172.0,13688.0,18860.0
3113,2016.0,5005.0,G,PRES,Open Seat,4169.0,14682.0,18851.0
3114,2020.0,5005.0,G,PRES,Republican President Re-election,4635.0,15836.0,20471.0
3149,2004.0,5007.0,G,PRES,Republican President Re-election,20756.0,46571.0,67327.0
3150,2008.0,5007.0,G,PRES,Open Seat,23331.0,51124.0,74455.0
3151,2012.0,5007.0,G,PRES,Democratic President Re-election,22636.0,54646.0,77282.0
3152,2016.0,5007.0,G,PRES,Open Seat,28005.0,60871.0,88876.0
3153,2020.0,5007.0,G,PRES,Republican President Re-election,42249.0,73965.0,116214.0
3187,2004.0,5009.0,G,PRES,Republican President Re-election,4640.0,9793.0,14433.0
3188,2008.0,5009.0,G,PRES,Open Seat,4435.0,10575.0,15010.0
3189,2012.0,5009.0,G,PRES,Democratic President Re-election,3772.0,11159.0,14931.0
3190,2016.0,5009.0,G,PRES,Open Seat,2926.0,12235.0,15161.0
3191,2020.0,5009.0,G,PRES,Republican President Re-election,3064.0,13652.0,16716.0
3226,2004.0,5011.0,G,PRES,Republican President Re-election,2206.0,2011.0,4217.0
3227,2008.0,5011.0,G,PRES,Open Seat,1680.0,2262.0,3942.0
3228,2012.0,5011.0,G,PRES,Democratic President Re-election,1449.0,2134.0,3583.0
3229,2016.0,5011.0,G,PRES,Open Seat,1317.0,2164.0,3481.0
3230,2020.0,5011.0,G,PRES,Republican President Re-election,1214.0,2335.0,3549.0
3265,2004.0,5013.0,G,PRES,Republican President Re-election,939.0,1340.0,2279.0
3266,2008.0,5013.0,G,PRES,Open Seat,691.0,1462.0,2153.0
3267,2012.0,5013.0,G,PRES,Democratic President Re-election,660.0,1458.0,2118.0
3268,2016.0,5013.0,G,PRES,Open Seat,639.0,1556.0,2195.0
3269,2020.0,5013.0,G,PRES,Republican President Re-election,479.0,1636.0,2115.0
3304,2004.0,5015.0,G,PRES,Republican President Re-election,4161.0,6184.0,10345.0
3305,2008.0,5015.0,G,PRES,Open Seat,4172.0,6083.0,10255.0
3306,2012.0,5015.0,G,PRES,Democratic President Re-election,3696.0,6125.0,9821.0
3307,2016.0,5015.0,G,PRES,Open Seat,3342.0,6786.0,10128.0
3308,2020.0,5015.0,G,PRES,Republican President Re-election,4023.0,7424.0,11447.0
3343,2004.0,5017.0,G,PRES,Republican President Re-election,2993.0,1725.0,4718.0
3344,2008.0,5017.0,G,PRES,Open Seat,3043.0,2119.0,5162.0
3345,2012.0,5017.0,G,PRES,Democratic President Re-election,2649.0,1670.0,4319.0
3346,2016.0,5017.0,G,PRES,Open Seat,2350.0,1716.0,4066.0
3347,2020.0,5017.0,G,PRES,Republican President Re-election,2260.0,1752.0,4012.0
3382,2004.0,5019.0,G,PRES,Republican President Re-election,4990.0,4144.0,9134.0
3383,2008.0,5019.0,G,PRES,Open Seat,4267.0,4608.0,8875.0
3384,2012.0,5019.0,G,PRES,Democratic President Re-election,3811.0,4343.0,8154.0
3385,2016.0,5019.0,G,PRES,Open Seat,3620.0,4404.0,8024.0
3386,2020.0,5019.0,G,PRES,Republican President Re-election,3438.0,4616.0,8054.0
3419,2004.0,5021.0,G,PRES,Republican President Re-election,3264.0,2759.0,6023.0
3420,2008.0,5021.0,G,PRES,Open Seat,2244.0,3032.0,5276.0
3421,2012.0,5021.0,G,PRES,Democratic President Re-election,1738.0,3225.0,4963.0
3422,2016.0,5021.0,G,PRES,Open Seat,1199.0,3781.0,4980.0
3423,2020.0,5021.0,G,PRES,Republican President Re-election,962.0,4086.0,5048.0
3454,2004.0,5023.0,G,PRES,Republican President Re-election,4517.0,7107.0,11624.0
3455,2008.0,5023.0,G,PRES,Open Seat,2951.0,7962.0,10913.0
3456,2012.0,5023.0,G,PRES,Democratic President Re-election,2620.0,8693.0,11313.0
3457,2016.0,5023.0,G,PRES,Open Seat,2101.0,9458.0,11559.0
3458,2020.0,5023.0,G,PRES,Republican President Re-election,1988.0,10328.0,12316.0
3488,2004.0,5025.0,G,PRES,Republican President Re-election,1450.0,2009.0,3459.0
3489,2008.0,5025.0,G,PRES,Open Seat,911.0,2451.0,3362.0
3490,2012.0,5025.0,G,PRES,Democratic President Re-election,845.0,2313.0,3158.0
3491,2016.0,5025.0,G,PRES,Open Seat,723.0,2462.0,3185.0
3492,2020.0,5025.0,G,PRES,Republican President Re-election,651.0,2867.0,3518.0
3527,2004.0,5027.0,G,PRES,Republican President Re-election,4108.0,5729.0,9837.0
3528,2008.0,5027.0,G,PRES,Open Seat,3554.0,5861.0,9415.0
3529,2012.0,5027.0,G,PRES,Democratic President Re-election,3557.0,5790.0,9347.0
3530,2016.0,5027.0,G,PRES,Open Seat,3140.0,5456.0,8596.0
3531,2020.0,5027.0,G,PRES,Republican President Re-election,2814.0,5500.0,8314.0
3566,2004.0,5029.0,G,PRES,Republican President Re-election,3982.0,4009.0,7991.0
3567,2008.0,5029.0,G,PRES,Open Seat,3149.0,4691.0,7840.0
3568,2012.0,5029.0,G,PRES,Democratic President Re-election,3005.0,4514.0,7519.0
3569,2016.0,5029.0,G,PRES,Open Seat,2656.0,4849.0,7505.0
3570,2020.0,5029.0,G,PRES,Republican President Re-election,2615.0,5694.0,8309.0
3605,2004.0,5031.0,G,PRES,Republican President Re-election,13665.0,15818.0,29483.0
3606,2008.0,5031.0,G,PRES,Open Seat,11294.0,18881.0,30175.0
3607,2012.0,5031.0,G,PRES,Democratic President Re-election,10527.0,20350.0,30877.0
3608,2016.0,5031.0,G,PRES,Open Seat,10538.0,22892.0,33430.0
3609,2020.0,5031.0,G,PRES,Republican President Re-election,11921.0,25558.0,37479.0
3644,2004.0,5033.0,G,PRES,Republican President Re-election,6764.0,13391.0,20155.0
3645,2008.0,5033.0,G,PRES,Open Seat,5238.0,14688.0,19926.0
3646,2012.0,5033.0,G,PRES,Democratic President Re-election,4881.0,15145.0,20026.0
3647,2016.0,5033.0,G,PRES,Open Seat,4488.0,16686.0,21174.0
3648,2020.0,5033.0,G,PRES,Republican President Re-election,4959.0,18607.0,23566.0
3683,2004.0,5035.0,G,PRES,Republican President Re-election,8277.0,6930.0,15207.0
3684,2008.0,5035.0,G,PRES,Open Seat,10330.0,7650.0,17980.0
3685,2012.0,5035.0,G,PRES,Democratic President Re-election,9487.0,6998.0,16485.0
3686,2016.0,5035.0,G,PRES,Open Seat,8410.0,6964.0,15374.0
3687,2020.0,5035.0,G,PRES,Republican President Re-election,8514.0,7333.0,15847.0
3722,2004.0,5037.0,G,PRES,Republican President Re-election,3135.0,3864.0,6999.0
3723,2008.0,5037.0,G,PRES,Open Seat,2580.0,4393.0,6973.0
3724,2012.0,5037.0,G,PRES,Democratic President Re-election,2279.0,4269.0,6548.0
3725,2016.0,5037.0,G,PRES,Open Seat,1999.0,4584.0,6583.0
3726,2020.0,5037.0,G,PRES,Republican President Re-election,1772.0,4946.0,6718.0
3761,2004.0,5039.0,G,PRES,Republican President Re-election,1671.0,1700.0,3371.0
3762,2008.0,5039.0,G,PRES,Open Seat,1471.0,1757.0,3228.0
3763,2012.0,5039.0,G,PRES,Democratic President Re-election,1337.0,1665.0,3002.0
3764,2016.0,5039.0,G,PRES,Open Seat,1165.0,1509.0,2674.0
3765,2020.0,5039.0,G,PRES,Republican President Re-election,963.0,1573.0,2536.0
3800,2004.0,5041.0,G,PRES,Republican President Re-election,2851.0,1729.0,4580.0
3801,2008.0,5041.0,G,PRES,Open Seat,2569.0,1999.0,4568.0
3802,2012.0,5041.0,G,PRES,Democratic President Re-election,2443.0,1896.0,4339.0
3803,2016.0,5041.0,G,PRES,Open Seat,2228.0,1919.0,4147.0
3804,2020.0,5041.0,G,PRES,Republican President Re-election,2016.0,1921.0,3937.0
3839,2004.0,5043.0,G,PRES,Republican President Re-election,2952.0,3262.0,6214.0
3840,2008.0,5043.0,G,PRES,Open Seat,2598.0,3860.0,6458.0
3841,2012.0,5043.0,G,PRES,Democratic President Re-election,2630.0,3887.0,6517.0
3842,2016.0,5043.0,G,PRES,Open Seat,2365.0,3968.0,6333.0
3843,2020.0,5043.0,G,PRES,Republican President Re-election,2426.0,4349.0,6775.0
3876,2004.0,5045.0,G,PRES,Republican President Re-election,14538.0,21514.0,36052.0
3877,2008.0,5045.0,G,PRES,Open Seat,14955.0,25362.0,40317.0
3878,2012.0,5045.0,G,PRES,Democratic President Re-election,13621.0,26722.0,40343.0
3879,2016.0,5045.0,G,PRES,Open Seat,14629.0,29346.0,43975.0
3880,2020.0,5045.0,G,PRES,Republican President Re-election,18347.0,34421.0,52768.0
3915,2004.0,5047.0,G,PRES,Republican President Re-election,3008.0,4181.0,7189.0
3916,2008.0,5047.0,G,PRES,Open Seat,1869.0,4411.0,6280.0
3917,2012.0,5047.0,G,PRES,Democratic President Re-election,1726.0,4631.0,6357.0
3918,2016.0,5047.0,G,PRES,Open Seat,1376.0,5039.0,6415.0
3919,2020.0,5047.0,G,PRES,Republican President Re-election,1300.0,5677.0,6977.0
3954,2004.0,5049.0,G,PRES,Republican President Re-election,2370.0,2522.0,4892.0
3955,2008.0,5049.0,G,PRES,Open Seat,1819.0,2702.0,4521.0
3956,2012.0,5049.0,G,PRES,Democratic President Re-election,1452.0,2949.0,4401.0
3957,2016.0,5049.0,G,PRES,Open Seat,1067.0,3471.0,4538.0
3958,2020.0,5049.0,G,PRES,Republican President Re-election,1035.0,3961.0,4996.0
3991,2004.0,5051.0,G,PRES,Republican President Re-election,18040.0,21734.0,39774.0
3992,2008.0,5051.0,G,PRES,Open Seat,15899.0,26825.0,42724.0
3993,2012.0,5051.0,G,PRES,Democratic President Re-election,13804.0,26014.0,39818.0
3994,2016.0,5051.0,G,PRES,Open Seat,12311.0,26087.0,38398.0
3995,2020.0,5051.0,G,PRES,Republican President Re-election,14045.0,29069.0,43114.0
4029,2004.0,5053.0,G,PRES,Republican President Re-election,2524.0,4205.0,6729.0
4030,2008.0,5053.0,G,PRES,Open Seat,1562.0,5023.0,6585.0
4031,2012.0,5053.0,G,PRES,Democratic President Re-election,1468.0,4829.0,6297.0
4032,2016.0,5053.0,G,PRES,Open Seat,1373.0,5725.0,7098.0
4033,2020.0,5053.0,G,PRES,Republican President Re-election,1268.0,6794.0,8062.0
4068,2004.0,5055.0,G,PRES,Republican President Re-election,6564.0,7237.0,13801.0
4069,2008.0,5055.0,G,PRES,Open Seat,4541.0,8578.0,13119.0
4070,2012.0,5055.0,G,PRES,Democratic President Re-election,4000.0,9071.0,13071.0
4071,2016.0,5055.0,G,PRES,Open Seat,3071.0,10720.0,13791.0
4072,2020.0,5055.0,G,PRES,Republican President Re-election,3058.0,12670.0,15728.0
4107,2004.0,5057.0,G,PRES,Republican President Re-election,3817.0,3580.0,7397.0
4108,2008.0,5057.0,G,PRES,Open Seat,2869.0,4273.0,7142.0
4109,2012.0,5057.0,G,PRES,Democratic President Re-election,2468.0,4284.0,6752.0
4110,2016.0,5057.0,G,PRES,Open Seat,2377.0,4401.0,6778.0
4111,2020.0,5057.0,G,PRES,Republican President Re-election,2138.0,4470.0,6608.0
4146,2004.0,5059.0,G,PRES,Republican President Re-election,5901.0,5960.0,11861.0
4147,2008.0,5059.0,G,PRES,Open Seat,4288.0,7209.0,11497.0
4148,2012.0,5059.0,G,PRES,Democratic President Re-election,3830.0,7097.0,10927.0
4149,2016.0,5059.0,G,PRES,Open Seat,3149.0,8172.0,11321.0
4150,2020.0,5059.0,G,PRES,Republican President Re-election,3082.0,9202.0,12284.0
4183,2004.0,5061.0,G,PRES,Republican President Re-election,2166.0,2736.0,4902.0
4184,2008.0,5061.0,G,PRES,Open Seat,1746.0,2957.0,4703.0
4185,2012.0,5061.0,G,PRES,Democratic President Re-election,1471.0,2892.0,4363.0
4186,2016.0,5061.0,G,PRES,Open Seat,1351.0,3157.0,4508.0
4187,2020.0,5061.0,G,PRES,Republican President Re-election,1340.0,3367.0,4707.0
4222,2004.0,5063.0,G,PRES,Republican President Re-election,5443.0,7430.0,12873.0
4223,2008.0,5063.0,G,PRES,Open Seat,3688.0,8255.0,11943.0
4224,2012.0,5063.0,G,PRES,Democratic President Re-election,3281.0,8728.0,12009.0
4225,2016.0,5063.0,G,PRES,Open Seat,2881.0,9936.0,12817.0
4226,2020.0,5063.0,G,PRES,Republican President Re-election,2806.0,11250.0,14056.0
4261,2004.0,5065.0,G,PRES,Republican President Re-election,2586.0,2833.0,5419.0
4262,2008.0,5065.0,G,PRES,Open Seat,1792.0,3193.0,4985.0
4263,2012.0,5065.0,G,PRES,Democratic President Re-election,1524.0,3575.0,5099.0
4264,2016.0,5065.0,G,PRES,Open Seat,1113.0,4042.0,5155.0
4265,2020.0,5065.0,G,PRES,Republican President Re-election,1021.0,4631.0,5652.0
4300,2004.0,5067.0,G,PRES,Republican President Re-election,3515.0,2624.0,6139.0
4301,2008.0,5067.0,G,PRES,Open Seat,2207.0,3118.0,5325.0
4302,2012.0,5067.0,G,PRES,Democratic President Re-election,2095.0,3072.0,5167.0
4303,2016.0,5067.0,G,PRES,Open Seat,1583.0,3267.0,4850.0
4304,2020.0,5067.0,G,PRES,Republican President Re-election,1365.0,3593.0,4958.0
4339,2004.0,5069.0,G,PRES,Republican President Re-election,19675.0,10218.0,29893.0
4340,2008.0,5069.0,G,PRES,Open Seat,18465.0,10655.0,29120.0
4341,2012.0,5069.0,G,PRES,Democratic President Re-election,17470.0,9520.0,26990.0
4342,2016.0,5069.0,G,PRES,Open Seat,15772.0,9250.0,25022.0
4343,2020.0,5069.0,G,PRES,Republican President Re-election,14981.0,9521.0,24502.0
4378,2004.0,5071.0,G,PRES,Republican President Re-election,3622.0,4311.0,7933.0
4379,2008.0,5071.0,G,PRES,Open Seat,3034.0,4922.0,7956.0
4380,2012.0,5071.0,G,PRES,Democratic President Re-election,2799.0,5064.0,7863.0
4381,2016.0,5071.0,G,PRES,Open Seat,2427.0,6091.0,8518.0
4382,2020.0,5071.0,G,PRES,Republican President Re-election,2283.0,6938.0,9221.0
4417,2004.0,5073.0,G,PRES,Republican President Re-election,1567.0,1604.0,3171.0
4418,2008.0,5073.0,G,PRES,Open Seat,1133.0,1685.0,2818.0
4419,2012.0,5073.0,G,PRES,Democratic President Re-election,1173.0,1713.0,2886.0
4420,2016.0,5073.0,G,PRES,Open Seat,1032.0,1758.0,2790.0
4421,2020.0,5073.0,G,PRES,Republican President Re-election,839.0,1757.0,2596.0
4456,2004.0,5075.0,G,PRES,Republican President Re-election,3544.0,2951.0,6495.0
4457,2008.0,5075.0,G,PRES,Open Seat,2138.0,3357.0,5495.0
4458,2012.0,5075.0,G,PRES,Democratic President Re-election,1788.0,3536.0,5324.0
4459,2016.0,5075.0,G,PRES,Open Seat,1263.0,4064.0,5327.0
4460,2020.0,5075.0,G,PRES,Republican President Re-election,1080.0,4569.0,5649.0
4493,2004.0,5077.0,G,PRES,Republican President Re-election,2548.0,1492.0,4040.0
4494,2008.0,5077.0,G,PRES,Open Seat,2263.0,1454.0,3717.0
4495,2012.0,5077.0,G,PRES,Democratic President Re-election,2107.0,1280.0,3387.0
4496,2016.0,5077.0,G,PRES,Open Seat,1735.0,1229.0,2964.0
4497,2020.0,5077.0,G,PRES,Republican President Re-election,1423.0,1286.0,2709.0
4531,2004.0,5079.0,G,PRES,Republican President Re-election,2149.0,1921.0,4070.0
4532,2008.0,5079.0,G,PRES,Open Seat,1710.0,2513.0,4223.0
4533,2012.0,5079.0,G,PRES,Democratic President Re-election,1425.0,2199.0,3624.0
4534,2016.0,5079.0,G,PRES,Open Seat,1252.0,2455.0,3707.0
4535,2020.0,5079.0,G,PRES,Republican President Re-election,1032.0,2729.0,3761.0
4570,2004.0,5081.0,G,PRES,Republican President Re-election,2677.0,2575.0,5252.0
4571,2008.0,5081.0,G,PRES,Open Seat,1753.0,3247.0,5000.0
4572,2012.0,5081.0,G,PRES,Democratic President Re-election,1552.0,3385.0,4937.0
4573,2016.0,5081.0,G,PRES,Open Seat,1397.0,3605.0,5002.0
4574,2020.0,5081.0,G,PRES,Republican President Re-election,1226.0,3715.0,4941.0
4607,2004.0,5083.0,G,PRES,Republican President Re-election,3361.0,5076.0,8437.0
4608,2008.0,5083.0,G,PRES,Open Seat,2286.0,5350.0,7636.0
4609,2012.0,5083.0,G,PRES,Democratic President Re-election,2009.0,5079.0,7088.0
4610,2016.0,5083.0,G,PRES,Open Seat,1715.0,5746.0,7461.0
4611,2020.0,5083.0,G,PRES,Republican President Re-election,1544.0,6441.0,7985.0
4644,2004.0,5085.0,G,PRES,Republican President Re-election,7454.0,14398.0,21852.0
4645,2008.0,5085.0,G,PRES,Open Seat,5968.0,17242.0,23210.0
4646,2012.0,5085.0,G,PRES,Democratic President Re-election,5625.0,17880.0,23505.0
4647,2016.0,5085.0,G,PRES,Open Seat,5664.0,19958.0,25622.0
4648,2020.0,5085.0,G,PRES,Republican President Re-election,6686.0,22884.0,29570.0
